action,user,trial,calday
CREATE,2e703d2d28,False,2018-12-01 18:17:14.629
CREATE,ce665848f3,False,2018-12-01 18:17:15.592
CREATE,c550942dd8,False,2018-12-01 18:17:15.877
CREATE,a03c45b6a9,False,2018-12-01 18:17:16.796
CREATE,e233eb7e85,False,2018-12-01 18:17:17.158
CREATE,6c2cb4ff64,False,2018-12-01 18:17:17.653
CREATE,b506e1eb52,False,2018-12-01 18:17:17.797
CREATE,d9dc6f62d3,False,2018-12-01 18:17:17.916
CREATE,5f881d68c6,False,2018-12-01 18:17:18.045
CREATE,aa77e45e25,False,2018-12-01 18:17:18.171
CREATE,68a8e80bd7,False,2018-12-01 18:17:18.207
CREATE,2d98bd3354,False,2018-12-01 18:17:18.218
CREATE,1db796516c,False,2018-12-01 18:17:18.486
CREATE,b535c5fb48,False,2018-12-01 18:17:18.652
CREATE,64401a5cc0,False,2018-12-01 18:17:18.987
CREATE,7494820138,False,2018-12-01 18:17:19.186
CREATE,aa49734529,False,2018-12-01 18:17:19.193
CREATE,767365253e,False,2018-12-01 18:17:19.373
CREATE,f3a3efd67d,False,2018-12-01 18:17:19.415
CREATE,15952f7a3a,False,2018-12-01 18:17:20.088
CREATE,22cdd44746,False,2018-12-01 18:17:22.375
CREATE,473d34d650,False,2018-12-01 18:17:22.721
CREATE,b714813f2b,False,2018-12-01 18:17:22.722
CREATE,c27d67a910,False,2018-12-01 18:17:23.733
CREATE,7b4b8c14c1,False,2018-12-01 18:17:23.966
CREATE,c6cee1eefa,False,2018-12-01 18:17:24.160
CREATE,1a1641457b,False,2018-12-01 18:17:24.218
CREATE,c74629b06d,False,2018-12-01 18:17:24.272
CREATE,e3aeecc2d4,False,2018-12-01 18:17:24.459
CREATE,2fab6c7cdd,False,2018-12-01 18:17:24.605
CREATE,d345c0219a,False,2018-12-01 18:17:24.986
CREATE,cb5cee505c,False,2018-12-01 18:17:25.530
CREATE,276dee8b66,False,2018-12-01 18:17:25.849
CREATE,899320a464,False,2018-12-01 18:17:26.595
CREATE,40b16265ea,False,2018-12-01 18:17:26.609
CREATE,3a46746d8e,False,2018-12-01 18:17:26.841
CREATE,68ec7f1a91,False,2018-12-01 18:17:26.980
CREATE,b22fce1c62,False,2018-12-01 18:17:27.405
CREATE,932ac0e682,False,2018-12-01 18:17:28.011
CREATE,d9bd363a54,False,2018-12-01 18:17:28.333
CREATE,57cb3f079b,False,2018-12-01 18:17:28.659
CREATE,5fb7bff313,False,2018-12-01 18:17:29.337
CREATE,f468711a01,False,2018-12-01 18:17:29.569
CREATE,51c36c1698,False,2018-12-01 18:17:29.638
CREATE,caceed58c8,False,2018-12-01 18:17:30.517
CREATE,8d26b6a585,False,2018-12-01 18:17:30.799
CREATE,914d91f055,False,2018-12-01 18:17:30.832
CREATE,67a6b83054,False,2018-12-01 18:17:31.262
CREATE,5ef997de37,False,2018-12-01 18:17:31.781
CREATE,477f96503a,False,2018-12-01 18:17:32.052
CREATE,1ef8066498,False,2018-12-01 18:17:32.329
CREATE,e3370170e9,False,2018-12-01 18:17:33.798
CREATE,a6ab0cbc33,False,2018-12-01 18:17:34.047
CREATE,6134d83ee3,False,2018-12-01 18:17:34.055
CREATE,5c03109bc9,False,2018-12-01 18:17:34.274
CREATE,caff2124cb,False,2018-12-01 18:17:34.298
CREATE,fa4a89f6fb,False,2018-12-01 18:17:34.403
CREATE,3d33c9b364,False,2018-12-01 18:17:34.625
CREATE,7eb4eea26b,False,2018-12-01 18:17:35.452
CREATE,3dc6aafd33,False,2018-12-01 18:17:36.360
CREATE,4fe50f33b6,False,2018-12-01 18:17:38.007
CREATE,c4940a2dc4,False,2018-12-01 18:17:38.703
CREATE,ef2cb7be3b,False,2018-12-01 18:17:38.832
CREATE,2275c02abc,False,2018-12-01 18:17:39.256
CREATE,2c863940ce,False,2018-12-01 18:17:39.541
CREATE,d93bb6a292,False,2018-12-01 18:17:39.715
CREATE,80e20bfca5,False,2018-12-01 18:17:40.038
CREATE,80e6687918,False,2018-12-01 18:17:40.363
CREATE,a664cec2f6,False,2018-12-01 18:17:41.079
CREATE,b9ecb7eb77,False,2018-12-01 18:17:41.117
CREATE,019756eb40,False,2018-12-01 18:17:41.170
CREATE,58d70f637b,False,2018-12-01 18:17:42.053
CREATE,f8e365f350,False,2018-12-01 18:17:42.584
CREATE,d1125c242a,False,2018-12-01 18:17:42.729
CREATE,b9ad4be49a,False,2018-12-01 18:17:42.740
CREATE,565a0081e7,False,2018-12-01 18:17:42.790
CREATE,49b73d666b,False,2018-12-01 18:17:42.920
CREATE,aa5ee15b62,False,2018-12-01 18:17:42.938
CREATE,c2b91e02b4,False,2018-12-01 18:17:43.290
CREATE,aed877b02f,False,2018-12-01 18:17:44.047
CREATE,65bf90be9e,False,2018-12-01 18:17:44.096
CREATE,bb29263cdc,False,2018-12-01 18:17:44.304
CREATE,9d79190624,False,2018-12-01 18:17:44.508
CREATE,369078a23a,False,2018-12-01 18:17:44.761
CREATE,6823283fb9,False,2018-12-01 18:17:44.766
CREATE,d8f64afbe4,False,2018-12-01 18:17:45.300
CREATE,8787396002,False,2018-12-01 18:17:45.497
CREATE,ff52a01ad4,False,2018-12-01 18:17:46.794
CREATE,39b303df5d,False,2018-12-01 18:17:47.007
CREATE,8a1e8534a5,False,2018-12-01 18:17:47.011
CREATE,75d60a1b53,False,2018-12-01 18:17:47.516
CREATE,cf2fce6f52,False,2018-12-01 18:17:47.554
CREATE,f9d59c997e,False,2018-12-01 18:17:48.010
CREATE,cff66a83c9,False,2018-12-01 18:17:48.532
CREATE,30b4ea1e95,False,2018-12-01 18:17:49.255
CREATE,6b01a15269,False,2018-12-01 18:17:49.420
CREATE,b69fe5a99c,False,2018-12-01 18:17:49.511
CREATE,946cf8a2d6,False,2018-12-01 18:17:49.692
CREATE,2934541f5f,False,2018-12-01 18:17:49.943
CREATE,e85f2544a3,False,2018-12-01 18:17:50.112
CREATE,acb0b8c2af,False,2018-12-01 18:17:50.173
CREATE,4d503082b4,False,2018-12-01 18:17:50.298
CREATE,adda00b03c,False,2018-12-01 18:17:50.438
CREATE,b0d0d5d2dc,False,2018-12-01 18:17:50.529
CREATE,cd57245bc3,False,2018-12-01 18:17:50.696
CREATE,ce2ae1722e,False,2018-12-01 18:17:50.728
CREATE,b64435a849,False,2018-12-01 18:17:50.870
CREATE,34fbeca1e8,False,2018-12-01 18:17:51.215
CREATE,734adcc793,False,2018-12-01 18:17:51.345
CREATE,b5cda5cd93,False,2018-12-01 18:17:51.649
CREATE,42c31047e7,False,2018-12-01 18:17:51.886
CREATE,c37495a310,False,2018-12-01 18:17:51.920
CREATE,684e9bd1fb,False,2018-12-01 18:17:52.193
CREATE,29c53427ec,False,2018-12-01 18:17:52.333
CREATE,86ef8fd927,False,2018-12-01 18:17:52.622
CREATE,464563ba46,False,2018-12-01 18:17:53.118
CREATE,2325650461,False,2018-12-01 18:17:53.563
CREATE,dd1f44ffb0,False,2018-12-01 18:17:53.644
CREATE,e3f2822a70,False,2018-12-01 18:17:53.992
CREATE,075e4ff33a,False,2018-12-01 18:17:54.153
CREATE,d5e4517a30,False,2018-12-01 18:17:54.160
CREATE,1096bfce33,False,2018-12-01 18:17:55.120
CREATE,80c464b5b6,False,2018-12-01 18:17:55.357
CREATE,0f8695559f,False,2018-12-01 18:17:55.381
CREATE,91978df234,False,2018-12-01 18:17:55.561
CREATE,1a7797e5e7,False,2018-12-01 18:17:55.759
CREATE,b7505398a8,False,2018-12-01 18:17:55.811
CREATE,e14e20880d,False,2018-12-01 18:17:55.856
CREATE,1d68203a19,False,2018-12-01 18:17:56.005
CREATE,9142af0694,False,2018-12-01 18:17:56.144
CREATE,1027470458,False,2018-12-01 18:17:56.339
CREATE,cd4ccdbc7c,False,2018-12-01 18:17:56.492
CREATE,9d8976f4b2,False,2018-12-01 18:17:56.651
CREATE,033b51c10a,False,2018-12-01 18:17:56.712
CREATE,85ec751052,False,2018-12-01 18:17:56.723
CREATE,dcf0a2c1c9,False,2018-12-01 18:17:56.796
CREATE,c7697dab40,False,2018-12-01 18:17:57.304
CREATE,14a2b9274a,False,2018-12-01 18:17:57.336
CREATE,bd6b480f47,False,2018-12-01 18:17:57.474
CREATE,e434a5747c,False,2018-12-01 18:17:57.700
CREATE,58b1c89210,False,2018-12-01 18:17:57.794
CREATE,1c1b604e1b,False,2018-12-01 18:17:57.858
CREATE,19c18e0c09,False,2018-12-01 18:17:57.937
CREATE,334c668d86,False,2018-12-01 18:17:58.295
CREATE,14bc726d0f,False,2018-12-01 18:17:58.646
CREATE,5920b02f3e,False,2018-12-01 18:17:59.133
CREATE,2561a7a0df,False,2018-12-01 18:18:00.183
CREATE,19db5083a1,False,2018-12-01 18:18:00.194
CREATE,4e655151cc,False,2018-12-01 18:18:00.276
CREATE,3d6b5a58a4,False,2018-12-01 18:18:00.558
CREATE,d390cb8aa4,False,2018-12-01 18:18:00.818
CREATE,d6eef58737,False,2018-12-01 18:18:00.955
CREATE,a56b85cf8d,False,2018-12-01 18:18:01.256
CREATE,1105edec2f,False,2018-12-01 18:18:01.889
CREATE,205c36dcbe,False,2018-12-01 18:18:01.929
CREATE,0d3f9fde06,False,2018-12-01 18:18:02.535
CREATE,bb2b670425,False,2018-12-01 18:18:02.556
CREATE,81f627fb09,False,2018-12-01 18:18:02.880
CREATE,2c998aee0c,False,2018-12-01 18:18:03.270
CREATE,2b6f1e3c89,False,2018-12-01 18:18:03.614
CREATE,77c7125259,False,2018-12-01 18:18:03.770
CREATE,46701b01e9,False,2018-12-01 18:18:04.053
CREATE,bfb471035d,False,2018-12-01 18:18:04.461
CREATE,85e9914c74,False,2018-12-01 18:18:04.507
CREATE,2eac08785a,False,2018-12-01 18:18:04.722
CREATE,8fd463c0ea,False,2018-12-01 18:18:04.724
CREATE,70b8011a01,False,2018-12-01 18:18:04.977
CREATE,6257cbc306,False,2018-12-01 18:18:05.101
CREATE,0817231358,False,2018-12-01 18:18:05.862
CREATE,e7791ad02c,False,2018-12-01 18:18:06.293
CREATE,52aaa00d47,False,2018-12-01 18:18:07.507
CREATE,c3f3b42a92,False,2018-12-01 18:18:07.664
CREATE,dda94351d0,False,2018-12-01 18:18:08.061
CREATE,e30bee0250,False,2018-12-01 18:18:08.119
CREATE,896aad0216,False,2018-12-01 18:18:08.361
CREATE,93a7cd8ea0,False,2018-12-01 18:18:08.596
CREATE,01e999bf29,False,2018-12-01 18:18:08.799
CREATE,c1dcbb349a,False,2018-12-01 18:18:09.287
CREATE,749a3f0e87,False,2018-12-01 18:18:09.303
CREATE,ebc0dd94a0,False,2018-12-01 18:18:09.310
CREATE,4230e1bde8,False,2018-12-01 18:18:10.166
CREATE,d9034c27cb,False,2018-12-01 18:18:10.510
CREATE,9904df3e44,False,2018-12-01 18:18:10.834
CREATE,f1dd5dc99f,False,2018-12-01 18:18:10.905
CREATE,59075de803,False,2018-12-01 18:18:11.155
CREATE,354be31836,False,2018-12-01 18:18:11.748
CREATE,ee84caa8a7,False,2018-12-01 18:18:11.956
CREATE,09c5003a98,False,2018-12-01 18:18:13.356
CREATE,8cb5e6f3a6,False,2018-12-01 18:18:13.490
CREATE,c279b8abfe,False,2018-12-01 18:18:13.502
CREATE,8e88cb91a6,False,2018-12-01 18:18:13.783
CREATE,0b5055f5b1,False,2018-12-01 18:18:14.004
CREATE,c3142dd0cc,False,2018-12-01 18:18:14.601
CREATE,7a969a7af6,False,2018-12-01 18:18:14.857
CREATE,3071bbdb27,False,2018-12-01 18:18:15.138
CREATE,713604449d,False,2018-12-01 18:18:15.295
CREATE,9cd89ad23b,False,2018-12-01 18:18:15.599
CREATE,655fcafcf9,False,2018-12-01 18:18:16.307
CREATE,7c2c54a78d,False,2018-12-01 18:18:16.660
CREATE,67cc880b7a,False,2018-12-01 18:18:16.817
CREATE,b5c8ac8615,False,2018-12-01 18:18:17.895
CREATE,e82d983c6a,False,2018-12-01 18:18:17.946
CREATE,d6e7eb0c26,False,2018-12-01 18:18:18.132
CREATE,46ffcfa139,False,2018-12-01 18:18:18.890
CREATE,b441da73c2,False,2018-12-01 18:18:18.911
CREATE,c62964be2a,False,2018-12-01 18:18:18.933
CREATE,aa16679c8d,False,2018-12-01 18:18:19.064
CREATE,b8d524e10d,False,2018-12-01 18:18:19.384
CREATE,30e8b7be36,False,2018-12-01 18:18:20.000
CREATE,661d67d612,False,2018-12-01 18:18:20.008
CREATE,1004ac617b,False,2018-12-01 18:18:20.075
CREATE,7712ed9037,False,2018-12-01 18:18:20.841
CREATE,39e6347bbd,False,2018-12-01 18:18:22.322
CREATE,3cee84740e,False,2018-12-01 18:18:22.395
CREATE,f2051eda29,False,2018-12-01 18:18:23.022
CREATE,b4d1fab46c,False,2018-12-01 18:18:23.126
CREATE,d39552e679,False,2018-12-01 18:18:23.651
CREATE,6e54aac5dc,False,2018-12-01 18:18:24.107
CREATE,463faba79d,False,2018-12-01 18:18:24.291
CREATE,1572503a56,False,2018-12-01 18:18:25.182
CREATE,123aaa08a8,False,2018-12-01 18:18:25.368
CREATE,7af5b0621a,False,2018-12-01 18:18:25.565
CREATE,b13ddfa305,False,2018-12-01 18:18:25.614
CREATE,9a3a84f5c6,False,2018-12-01 18:18:25.746
CREATE,977f18249d,False,2018-12-01 18:18:25.826
CREATE,534c65dac4,False,2018-12-01 18:18:25.838
CREATE,92b798e31a,False,2018-12-01 18:18:26.412
CREATE,6fa910723d,False,2018-12-01 18:18:26.533
CREATE,d41e0f164c,False,2018-12-01 18:18:26.631
CREATE,935f07417f,False,2018-12-01 18:18:26.728
CREATE,e5d05d84c2,False,2018-12-01 18:18:26.793
CREATE,bfbbad075d,False,2018-12-01 18:18:27.973
CREATE,6b7ffbbd07,False,2018-12-01 18:18:28.017
CREATE,9640083c14,False,2018-12-01 18:18:28.222
CREATE,21ab0e6d0c,False,2018-12-01 18:18:29.387
CREATE,7123d77111,False,2018-12-01 18:18:29.392
CREATE,858bb9ddee,False,2018-12-01 18:18:30.117
CREATE,6490cb5321,False,2018-12-01 18:18:30.334
CREATE,60227e0349,False,2018-12-01 18:18:30.442
CREATE,f5f970478b,False,2018-12-01 18:18:30.819
CREATE,69f62dab3e,False,2018-12-01 18:18:31.336
CREATE,42b8a1b020,False,2018-12-01 18:18:31.581
CREATE,3bd00d45a4,False,2018-12-01 18:18:32.051
CREATE,c3742b3f55,False,2018-12-01 18:18:32.922
CREATE,49cb3f4726,False,2018-12-01 18:18:33.451
CREATE,8d923ec70b,False,2018-12-01 18:18:33.745
CREATE,6246aadf32,False,2018-12-01 18:18:33.809
CREATE,0d3a5fdf21,False,2018-12-01 18:18:33.946
CREATE,a2d78bbf73,False,2018-12-01 18:18:33.959
CREATE,f904efea36,False,2018-12-01 18:18:33.971
CREATE,db4552d365,False,2018-12-01 18:18:34.880
CREATE,fa459a2c54,False,2018-12-01 18:18:35.182
CREATE,ebd0e07aa2,False,2018-12-01 18:18:35.191
CREATE,4cf9ca295c,False,2018-12-01 18:18:35.429
CREATE,1dd6880961,False,2018-12-01 18:18:35.561
CREATE,f4bf1a437d,False,2018-12-01 18:18:35.657
CREATE,4d04b99aaa,False,2018-12-01 18:18:35.720
CREATE,9d02b6dec2,False,2018-12-01 18:18:36.534
CREATE,8965ed24ad,False,2018-12-01 18:18:36.763
CREATE,3e126a5258,False,2018-12-01 18:18:37.044
CREATE,94f8958c3d,False,2018-12-01 18:18:37.128
CREATE,eff689670b,False,2018-12-01 18:18:37.844
CREATE,9492ce97d1,False,2018-12-01 18:18:38.743
CREATE,2f383bede0,False,2018-12-01 18:18:38.954
CREATE,1c228f16d8,False,2018-12-01 18:18:38.972
CREATE,f2f2c80a6d,False,2018-12-01 18:18:39.548
CREATE,33a6cbdc3e,False,2018-12-01 18:18:39.950
CREATE,bf38f8e270,False,2018-12-01 18:18:40.446
CREATE,062fb57e00,False,2018-12-01 18:18:40.853
CREATE,c9a056d49a,False,2018-12-01 18:18:41.236
CREATE,2c25424172,False,2018-12-01 18:18:41.581
CREATE,f689b214df,False,2018-12-01 18:18:42.761
CREATE,be4a49a924,False,2018-12-01 18:18:42.827
CREATE,b538d89c0d,False,2018-12-01 18:18:43.266
CREATE,15c732472f,False,2018-12-01 18:18:43.562
CREATE,568e7b1bc0,False,2018-12-01 18:18:43.658
CREATE,8cfcf466c1,False,2018-12-01 18:18:43.886
CREATE,0e594b31b8,False,2018-12-01 18:18:43.965
CREATE,dbaf8c7027,False,2018-12-01 18:18:44.248
CREATE,70fa925b8a,False,2018-12-01 18:18:44.328
CREATE,53bc0de4a0,False,2018-12-01 18:18:44.415
CREATE,95e6bd78ba,False,2018-12-01 18:18:44.672
CREATE,8599796c5c,False,2018-12-01 18:18:44.774
CREATE,15a17cbdfe,False,2018-12-01 18:18:44.790
CREATE,a16e276acb,False,2018-12-01 18:18:44.987
CREATE,583056c366,False,2018-12-01 18:18:45.373
CREATE,ae267b5b91,False,2018-12-01 18:18:45.596
CREATE,0a52cb1b07,False,2018-12-01 18:18:45.711
CREATE,0b20cd46f9,False,2018-12-01 18:18:45.736
CREATE,99e5cc329f,False,2018-12-01 18:18:46.094
CREATE,5770c0ba47,False,2018-12-01 18:18:46.713
CREATE,cc6141ba19,False,2018-12-01 18:18:46.916
CREATE,7ba52a568a,False,2018-12-01 18:18:47.349
CREATE,42fccf175b,False,2018-12-01 18:18:47.393
CREATE,ed35689151,False,2018-12-01 18:18:47.436
CREATE,abd0a80420,False,2018-12-01 18:18:47.442
CREATE,74e5e01d73,False,2018-12-01 18:18:47.678
CREATE,f69822a5d5,False,2018-12-01 18:18:47.833
CREATE,67f0560083,False,2018-12-01 18:18:47.889
CREATE,869d80bebc,False,2018-12-01 18:18:48.659
CREATE,78e45267b8,False,2018-12-01 18:18:48.797
CREATE,0c67a34e70,False,2018-12-01 18:18:49.845
CREATE,4953ad5d78,False,2018-12-01 18:18:50.320
CREATE,28264b50b6,False,2018-12-01 18:18:50.564
CREATE,c25dcf55e9,False,2018-12-01 18:18:51.111
CREATE,5916e083c1,False,2018-12-01 18:18:51.277
CREATE,d50a7eec78,False,2018-12-01 18:18:51.685
CREATE,ddc205752a,False,2018-12-01 18:18:51.721
CREATE,52a07982e2,False,2018-12-01 18:18:51.786
CREATE,cc79fe9c9e,False,2018-12-01 18:18:51.832
CREATE,7f1c6521f2,False,2018-12-01 18:18:51.905
CREATE,2f3b3e36f9,False,2018-12-01 18:18:52.105
CREATE,aa1d1d1d8a,False,2018-12-01 18:18:52.356
CREATE,cbdddc656d,False,2018-12-01 18:18:52.383
CREATE,4d61783575,False,2018-12-01 18:18:53.205
CREATE,8681fa9427,False,2018-12-01 18:18:53.823
CREATE,f6e4d727c6,False,2018-12-01 18:18:53.965
CREATE,b7987fd542,False,2018-12-01 18:18:54.474
CREATE,93a82896f6,False,2018-12-01 18:18:54.609
CREATE,dc9a54c8bb,False,2018-12-01 18:18:54.751
CREATE,df3b6360a2,False,2018-12-01 18:18:54.756
CREATE,b81931c83e,False,2018-12-01 18:18:55.013
CREATE,c283309eff,False,2018-12-01 18:18:55.165
CREATE,40e2f4f9ef,False,2018-12-01 18:18:55.215
CREATE,06a1d60d90,False,2018-12-01 18:18:55.269
CREATE,b394ed5a0f,False,2018-12-01 18:18:55.566
CREATE,dcfc62ca97,False,2018-12-01 18:18:55.599
CREATE,fc4ee577b7,False,2018-12-01 18:18:56.219
CREATE,291560d3ee,False,2018-12-01 18:18:56.825
CREATE,f173087a4c,False,2018-12-01 18:18:56.945
CREATE,8518cc8686,False,2018-12-01 18:18:57.419
CREATE,4d27fd1287,False,2018-12-01 18:18:57.936
CREATE,dfa73c1f37,False,2018-12-01 18:18:58.053
CREATE,ab48240346,False,2018-12-01 18:18:58.604
CREATE,c85615b4c0,False,2018-12-01 18:18:58.705
CREATE,0986a4a3ec,False,2018-12-01 18:18:59.291
CREATE,2dc14a6d3a,False,2018-12-01 18:18:59.308
CREATE,14c8f6a664,False,2018-12-01 18:19:00.267
CREATE,69011f3f1e,False,2018-12-01 18:19:00.716
CREATE,b67a14bddb,False,2018-12-01 18:19:00.816
CREATE,e3cc21ff35,False,2018-12-01 18:19:01.146
CREATE,e3c3000aaf,False,2018-12-01 18:19:01.527
CREATE,6a7c4a59ec,False,2018-12-01 18:19:01.698
CREATE,f277f36a55,False,2018-12-01 18:19:01.742
CREATE,458f9ccb23,False,2018-12-01 18:19:02.268
CREATE,b7b5120af6,False,2018-12-01 18:19:02.383
CREATE,6243a16004,False,2018-12-01 18:19:02.789
CREATE,25519376c4,False,2018-12-01 18:19:02.981
CREATE,006dabcd20,False,2018-12-01 18:19:03.083
CREATE,495cbf74b7,False,2018-12-01 18:19:03.724
CREATE,2159bd546c,False,2018-12-01 18:19:03.743
CREATE,8cc899d326,False,2018-12-01 18:19:04.166
CREATE,41966cd11f,False,2018-12-01 18:19:04.238
CREATE,9e159fcd87,False,2018-12-01 18:19:04.288
CREATE,401c12334c,False,2018-12-01 18:19:04.416
CREATE,2af7faf507,False,2018-12-01 18:19:04.813
CREATE,f1da579bef,False,2018-12-01 18:19:05.486
CREATE,f9c0f31454,False,2018-12-01 18:19:05.560
CREATE,8f3bb45fb2,False,2018-12-01 18:19:06.030
CREATE,60af686ac7,False,2018-12-01 18:19:06.303
CREATE,614b1e3ae6,False,2018-12-01 18:19:06.344
CREATE,2488aac52a,False,2018-12-01 18:19:07.129
CREATE,f1209f005d,False,2018-12-01 18:19:07.685
CREATE,0e64b234f1,False,2018-12-01 18:19:07.796
CREATE,253a8f98b5,False,2018-12-01 18:19:07.840
CREATE,7846aba896,False,2018-12-01 18:19:08.152
CREATE,77260046f7,False,2018-12-01 18:19:08.518
CREATE,e41aff3dfb,False,2018-12-01 18:19:08.535
CREATE,436b1bac5c,False,2018-12-01 18:19:09.433
CREATE,8e5c39fec7,False,2018-12-01 18:19:09.467
CREATE,88bc004315,False,2018-12-01 18:19:09.689
CREATE,084b17ea45,False,2018-12-01 18:19:09.848
CREATE,32b9504351,False,2018-12-01 18:19:09.862
CREATE,879b46bb53,False,2018-12-01 18:19:10.110
CREATE,9ab8f7615e,False,2018-12-01 18:19:10.610
CREATE,d4cd7c12f0,False,2018-12-01 18:19:10.803
CREATE,416c1daf77,False,2018-12-01 18:19:10.808
CREATE,125f24e4f7,False,2018-12-01 18:19:11.605
CREATE,0f19b68c38,False,2018-12-01 18:19:11.717
CREATE,384fe5d7cc,False,2018-12-01 18:19:11.862
CREATE,22c067b303,False,2018-12-01 18:19:11.908
CREATE,cfd10cffd7,False,2018-12-01 18:19:12.189
CREATE,50c4d01ee4,False,2018-12-01 18:19:12.846
CREATE,ea15f2a623,False,2018-12-01 18:19:12.938
CREATE,fefba67fb9,False,2018-12-01 18:19:12.987
CREATE,94357e1d84,False,2018-12-01 18:19:13.075
CREATE,b0f63dfe51,False,2018-12-01 18:19:13.551
CREATE,f2e7a3124c,False,2018-12-01 18:19:13.703
CREATE,dc1a56b208,False,2018-12-01 18:19:14.379
CREATE,d15a2e01b6,False,2018-12-01 18:19:15.218
CREATE,339b132782,False,2018-12-01 18:19:15.240
CREATE,79044c2bc5,False,2018-12-01 18:19:15.397
CREATE,cddd041d85,False,2018-12-01 18:19:15.453
CREATE,5919efd02f,False,2018-12-01 18:19:15.677
CREATE,1f88e11723,False,2018-12-01 18:19:15.684
CREATE,63b45f8bb0,False,2018-12-01 18:19:16.123
CREATE,716a19fdcb,False,2018-12-01 18:19:16.427
CREATE,3aaf3f4b9f,False,2018-12-01 18:19:16.629
CREATE,9f3c77060d,False,2018-12-01 18:19:16.843
CREATE,a66bdb22fd,False,2018-12-01 18:19:17.284
CREATE,b05848cd08,False,2018-12-01 18:19:17.774
CREATE,7271cd9dab,False,2018-12-01 18:19:18.111
CREATE,a106fab163,False,2018-12-01 18:19:18.199
CREATE,8c5fdd181c,False,2018-12-01 18:19:18.424
CREATE,72df9c9894,False,2018-12-01 18:19:18.838
CREATE,e1693f0618,False,2018-12-01 18:19:19.194
CREATE,dbcacd418f,False,2018-12-01 18:19:19.576
CREATE,6fc85a6279,False,2018-12-01 18:19:19.781
CREATE,87be3af7bf,False,2018-12-01 18:19:19.813
CREATE,66c2cb9ef9,False,2018-12-01 18:19:20.178
CREATE,c8ee5cdf74,False,2018-12-01 18:19:20.472
CREATE,8cafc7b62a,False,2018-12-01 18:19:20.815
